32.35,53.83,297.91,-23.918,-29.137,26.085,-160.25,-236.15,-1443.8
6.04,36.99,273.19,-26.024,-18.57,24.414,-160.25,-236.15,-1443.8
-5.19,39.79,248.6,-27.061,-7.355,23.262,-160.25,-236.15,-1443.8
-18.62,63.05,239.93,-27.351,5.424,22.316,-160.25,-236.15,-1443.8
-42.05,69.09,251.71,-26.299,18.349,21.568,-160.25,-236.15,-1443.8
-81.48,61.52,297,-23.567,28.847,21.439,-160.25,-236.15,-1443.8
-120.54,46.02,351.38,-18.639,35.683,21.851,-160.25,-236.15,-1443.8
-132.81,12.33,399.66,-11.848,43.098,22.667,-160.25,-236.15,-1443.8
-114.26,-8.91,494.38,-4.028,58.838,23.17,-160.25,-236.15,-1443.8
-80.08,10.86,588.75,3.906,79.926,23.499,-160.25,-236.15,-1443.8
-66.96,-40.71,757.2,11.009,103.56,24.2,-160.25,-236.15,-1443.8
-126.65,-86.79,861.51,17.334,124.68,24.872,-160.25,-236.15,-1443.8
-195.19,-107.54,992.31,22.324,152.12,25.398,-160.25,-236.15,-1443.8
-269.35,-90.27,1176.3,25.986,175.28,25.436,-160.25,-236.15,-1443.8
-332.28,-63.96,1390.6,28.725,189.01,25.063,-160.25,-236.15,-1443.8
-330.2,-61.83,1584.5,31.067,184.18,23.796,-160.25,-236.15,-1443.8
-333.31,-73.73,1711.7,34.103,148,20.416,-160.25,-236.15,-1443.8
-309.14,-66.35,1764.5,35.316,124.73,17.014,-160.25,-236.15,-1443.8
-224.73,-80.26,1734.2,34.775,119.48,12.848,-160.25,-236.15,-1443.8
-123.23,-47.85,1678,31.372,119.48,7.698,-160.25,-236.15,-1443.8
-140.5,35.71,1641.3,26.199,110.69,2.373,-160.25,-236.15,-1443.8
-174.32,67.87,1632.6,20.622,87.959,-2.304,-160.25,-236.15,-1443.8
-169.13,44.13,1601,15.961,58.739,-5.447,55.66,87.71,81.53
-98.08,-16.48,1495.5,12.36,43.953,-6.683,55.66,87.71,81.53
-39.12,-37.72,1448,9.056,47.714,-6.554,55.66,87.71,81.53
-38.76,-38.39,1456.8,5.959,65.483,-4.761,55.66,87.71,81.53
-54.75,-53.83,1509,3.395,85.403,-1.488,55.66,87.71,81.53
-61.28,-74.89,1525.5,0.237,96.962,1.144,55.66,87.71,81.53
-46.26,-101.68,1507.3,-2.945,98.595,1.663,55.66,87.71,81.53
-35.77,-103.21,1490.5,-8.85,85.922,0.389,55.66,87.71,81.53
-21.61,-73.55,1470.8,-14.534,61.623,-2.235,55.66,87.71,81.53
49.93,-79.96,1394.1,-19.279,35.408,-4.257,55.66,87.71,81.53
95.89,-55.79,1311.8,-22.911,11.925,-6.325,55.66,87.71,81.53
126.1,-25.57,1246,-23.956,-5.272,-7.736,55.66,87.71,81.53
168.95,-26.49,1130.3,-22.957,-18.326,-8.545,55.66,87.71,81.53
166.08,-32.47,1036.1,-21.034,-25.269,-9.773,55.66,87.71,81.53
143.01,-53.96,971.19,-18.959,-31.204,-10.963,55.66,87.71,81.53
143.86,-46.88,903.26,-17.128,-38.3,-11.612,55.66,87.71,81.53
150.15,-25.76,835.08,-15.892,-42.488,-11.559,55.66,87.71,81.53
163.94,-11.9,786.25,-14.771,-41.786,-10.712,109.64,-219.29,81.53
170.65,-15.26,752.26,-13.496,-36.247,-8.705,109.64,-219.29,81.53
174.68,-19.23,745.06,-12.009,-30.281,-6.233,109.64,-219.29,81.53
162.48,-45.84,723.94,-9.995,-27.13,-3.998,109.64,-219.29,81.53
156.43,-65.19,712.77,-7.942,-28.221,-2.197,109.64,-219.29,81.53
129.52,-71.66,702.76,-5.966,-35.019,-1.213,109.64,-219.29,81.53
81.48,-68.42,690.98,-4.227,-41.092,-0.633,109.64,-219.29,81.53
53.47,-55.48,660.34,-2.8,-38.795,0.351,109.64,-219.29,81.53
30.46,-47.61,637.45,-2.357,-24.513,2.007,109.64,-219.29,81.53
21.85,-36.87,673.1,-2.594,-6.638,4.524,109.64,-219.29,81.53
8.85,-21.48,744.63,-2.762,6.004,7.256,109.64,-219.29,81.53
21.48,-29.6,833.68,-2.281,14.061,9.476,109.64,-219.29,81.53
5.86,-38.64,893.98,-1.534,18.974,10.384,109.64,-219.29,81.53
-9.7,-49.13,977.84,-1.099,24.216,10.353,109.64,-219.29,81.53
-17.88,-40.1,1033.9,-1.251,24.422,9.544,109.64,-219.29,81.53
-39.67,11.72,1086.3,-1.617,16.754,8.072,109.64,-219.29,81.53
-27.4,53.1,1077.7,-2.426,5.318,6.958,109.64,-219.29,81.53
-31.62,54.93,1062,-3.075,0.053,6.577,109.64,-219.29,81.53
-41.87,39.49,1117.3,-3.738,-1.816,7.294,109.64,-219.29,81.53
-44.62,12.57,1146.6,-3.494,-0.389,7.774,109.64,-219.29,81.53
-63.96,-17.03,1186.1,-2.48,1.099,8.133,109.64,-219.29,81.53
-70.56,-48.71,1207.6,-0.214,-0.229,8.255,109.64,-219.29,81.53
-69.82,-75.68,1199.8,2.441,-1.129,7.767,109.64,-219.29,81.53
-60.36,-93.81,1206.7,5.249,1.152,6.691,109.64,-219.29,81.53
-67.44,-75.99,1204.5,7.507,2.907,5.966,109.64,-219.29,81.53
-44.8,-66.83,1185.4,8.865,3.876,5.104,109.64,-219.29,81.53
-71.72,-44.62,1195.7,9.628,5.188,4.028,111.33,129.88,86.62
-92.65,-54.5,1218.6,10.201,4.585,3.136,111.33,129.88,86.62
-78.12,-110.53,1229.3,10.971,0.092,2.258,111.33,129.88,86.62
-73.3,-127.87,1210.8,11.81,-6.859,0.473,111.33,129.88,86.62
-68.54,-127.56,1177.4,12.131,-12.909,-1.968,111.33,129.88,86.62
-58.11,-121.22,1129.5,11.276,-21.431,-4.974,111.33,129.88,86.62
-62.38,-106.08,1088.8,9.727,-31.555,-7.538,111.33,129.88,86.62
-74.04,-78.49,1033.2,8.018,-40.672,-9.529,111.33,129.88,86.62
-74.34,-63.9,980.41,6.432,-43.938,-10.094,111.33,129.88,86.62
-71.17,-55.3,960.21,5.043,-39.505,-9.193,111.33,129.88,86.62
-50.78,-63.6,934.2,3.975,-30.083,-7.477,111.33,129.88,86.62
-43.64,-69.46,931.21,2.014,-18.219,-5.852,111.33,129.88,86.62
-35.46,-66.16,936.22,-0.427,-8.438,-4.15,111.33,129.88,86.62
-37.72,-54.99,941.47,-3.38,-5.295,-2.808,111.33,129.88,86.62
-28.2,-47.67,947.94,-6.866,-7.759,-2.319,111.33,129.88,86.62
-39.79,-59.2,911.87,-10.475,-9.407,-1.541,111.33,129.88,86.62
-40.71,-65.55,891.11,-12.65,-8.728,-0.626,111.33,129.88,86.62
-17.52,-23.99,877.69,-15.404,-2.953,0.87,55.66,111.33,81.53
-54.93,-44.31,895.14,-17.242,7.401,2.434,55.66,111.33,81.53
-69.95,-44.86,906.98,-17.7,17.403,4.669,55.66,111.33,81.53
-101.2,-19.53,945.8,-17.517,28.839,6.912,55.66,111.33,81.53
-30.33,1.46,904.48,-15.717,50.415,10.46,55.66,111.33,81.53
-20.2,-86.06,1060.7,-13.489,91.042,13.634,55.66,111.33,81.53
-122.74,-19.47,1077.3,-12.245,116.94,15.572,55.66,111.33,81.53
-165.22,32.96,1183,-13.535,116.29,16.396,55.66,111.33,81.53
-147.09,-5.31,1241.9,-15.617,95.23,15.03,55.66,111.33,81.53
-90.82,-3.66,1344.7,-17.693,64.156,11.215,55.66,111.33,81.53
-72.2,-8.3,1348,-20.866,1.923,7.225,55.66,111.33,81.53
-180.05,36.44,1224.2,-24.948,-26.176,4.791,55.66,111.33,81.53
-217.1,33.94,1143.9,-29.449,-11.375,4.684,55.66,111.33,81.53
-196.84,-24.11,1175.6,-33.546,15.717,4.944,55.66,111.33,81.53
-183.65,-50.9,1211.5,-37.376,20.134,3.036,55.66,111.33,81.53
-211.98,-80.57,1147.1,-40.672,12.276,0.557,55.66,111.33,81.53
-207.52,-149.48,1114.6,-43.266,19.15,-0.328,55.66,111.33,81.53
-217.35,-179.2,1124.3,-46.059,28.854,-0.061,143.38,-195.67,91.72
-191.59,-210.39,1125.7,-48.447,28.45,0,143.38,-195.67,91.72
-177.92,-255,1119.9,-49.957,21.729,0.046,143.38,-195.67,91.72
-193.36,-277.28,1052.1,-50.392,15.785,1.144,143.38,-195.67,91.72
-196.84,-305.79,1002.8,-50.041,27.924,3.952,143.38,-195.67,91.72
-184.39,-317.93,1004,-48.973,48.386,7.271,143.38,-195.67,91.72
-141.3,-300.17,1037.3,-47.76,56.488,9.239,143.38,-195.67,91.72
-96.37,-287.41,1087.2,-46.242,44.09,9.544,143.38,-195.67,91.72
-95.15,-314.27,1034.8,-44.502,20.592,9.033,143.38,-195.67,91.72
-131.47,-299.32,936.58,-42.381,7.904,10.155,143.38,-195.67,91.72
-151.37,-263.18,903.14,-39.81,17.899,12.817,143.38,-195.67,91.72
-152.89,-267.15,921.69,-37.071,29.922,15.694,143.38,-195.67,91.72
-154.24,-274.05,946.04,-34.409,27.473,17.632,143.38,-195.67,91.72
-178.59,-249.08,911.99,-31.464,18.768,18.875,143.38,-195.67,91.72
-209.23,-234.74,881.29,-28.313,22.255,20.088,143.38,-195.67,91.72
-213.38,-211.49,884.22,-24.75,29.381,20.607,143.38,-195.67,91.72
-231.32,-187.26,895.75,-21.156,24.544,19.501,143.38,-195.67,91.72
-236.08,-208.5,872.92,-17.616,6.973,17.395,-158.56,251.34,25.48
-262.33,-196.96,845.15,-12.772,-18.929,13.771,-158.56,251.34,25.48
-294.25,-206.97,813.96,-8.82,-26.566,11.642,-158.56,251.34,25.48
-334.29,-218.93,801.21,-4.784,-27.687,10.04,-158.56,251.34,25.48
-353.7,-240.36,798.89,-0.557,-25.414,9.117,-158.56,251.34,25.48
-365.54,-234.56,813.72,3.601,-23.567,8.316,-158.56,251.34,25.48
-371.4,-254.52,822.51,7.973,-23.033,7.607,-158.56,251.34,25.48
-377.56,-274.35,818.24,12.23,-21.629,7.225,-158.56,251.34,25.48
-378.97,-288.94,829.96,16.441,-20.523,6.744,-150.13,226.03,23.78
-359.62,-300.72,852.54,20.554,-18.066,6.096,-150.13,226.03,23.78
-350.52,-283.14,880.74,24.559,-20.05,4.929,-150.13,226.03,23.78
-337.95,-265.99,872.38,28.29,-20.645,3.555,-150.13,226.03,23.78
-317.87,-257.51,899.35,31.41,-21.187,1.984,-150.13,226.03,23.78
-307.25,-249.82,907.84,34.05,-30.167,-0.282,-150.13,226.03,23.78
-302.19,-241.7,879.58,35.789,-39.673,-2.281,-150.13,226.03,23.78
-299.56,-242.37,849.67,36.98,-40.932,-3.54,-150.13,226.03,23.78
-298.83,-236.08,833.62,37.689,-28.473,-3.708,-150.13,226.03,23.78
-296.69,-214.54,871.22,37.59,-14.427,-3.365,-150.13,226.03,23.78
-293.21,-194.03,904.54,37.025,-3.838,-3.029,-150.13,226.03,23.78
-294.68,-182.07,925.84,35.881,2.617,-2.945,-150.13,226.03,23.78
-277.95,-180.3,950.2,34.241,5.478,-2.975,-150.13,226.03,23.78
-266.11,-183.96,981.08,32.043,2.792,-3.677,-150.13,226.03,23.78
-253.6,-180.36,1005.9,29.594,-5.394,-4.768,-150.13,226.03,23.78
-252.69,-184.88,1003.9,27.153,-11.307,-5.646,-150.13,226.03,23.78
-264.47,-188.78,1016.7,24.796,-9.186,-5.676,-150.13,226.03,23.78
-263.12,-188.54,1024.6,22.743,-0.954,-5.249,-160.25,209.16,91.72
-255.8,-192.63,1049.3,20.546,9.178,-4.608,-160.25,209.16,91.72
-235.9,-190.73,1080.8,18.265,15.976,-4.387,-160.25,209.16,91.72
-220.03,-177.73,1099.7,16.197,16.022,-4.852,-160.25,209.16,91.72
-189.39,-154.66,1121,14.099,11.742,-5.89,-160.25,209.16,91.72
-176.21,-148.32,1120.1,12.36,1.427,-7.66,-160.25,209.16,91.72
-169.31,-148.5,1082.6,10.635,-5.806,-9.361,-160.25,209.16,91.72
-161.56,-142.64,1062,9.308,-3.807,-10.117,-160.25,209.16,91.72
-149.48,-138.37,1049.9,8.263,-0.473,-10.384,-160.25,209.16,91.72
