-4.7906,-0.722,14.772,0.41945,1.32,-0.3277,133.26,0,57.75,1,-0.0001499,0.001472,-3.813e-05,-0.017184,0.16868,-0.0043947
-3.9771,-0.8667,15.654,0.37338,1.2393,-0.38736,133.26,0,57.75,1,-0.00039196,0.0029186,-8.3751e-05,-0.044943,0.33445,-0.0097284
-3.2422,-1.0156,16.464,0.30959,1.1866,-0.43609,133.26,0,57.75,0.99999,-0.00076046,0.0043272,-0.00013631,-0.087212,0.49584,-0.015997
-2.807,-1.3013,17.413,0.23955,1.1081,-0.47911,133.26,0,57.75,0.99998,-0.0013086,0.0056585,-0.00019641,-0.15009,0.64839,-0.023357
-2.5061,-1.4386,17.478,0.15193,1.0783,-0.51838,133.26,0,57.75,0.99997,-0.0019781,0.0069265,-0.00026476,-0.2269,0.79367,-0.031912
-1.8457,-1.571,18.038,0.058853,1.0581,-0.56166,133.26,0,57.75,0.99996,-0.0028819,0.0080235,-0.00034565,-0.33059,0.91932,-0.042263
-1.4294,-1.8054,19.284,-0.043947,1.0651,-0.60587,133.26,0,57.75,0.99995,-0.0039967,0.0088863,-0.00044232,-0.4585,1.0181,-0.054762
-1.2775,-2.0825,19.357,-0.16712,0.97285,-0.65806,133.26,0,57.75,0.99994,-0.0052139,0.0095849,-0.00055344,-0.59816,1.098,-0.069156
-0.4987,-2.1143,19.907,-0.29508,0.89521,-0.70626,133.26,0,57.75,0.99993,-0.0065785,0.0097722,-0.00068784,-0.75473,1.1193,-0.086198
-0.0122,-2.1649,19.807,-0.42265,0.91186,-0.74182,133.26,0,57.75,0.99992,-0.0079345,0.0096177,-0.00083824,-0.91029,1.1013,-0.10481
0.2362,-2.2943,19.259,-0.53555,0.89322,-0.76526,133.26,0,57.75,0.99991,-0.0092696,0.0093276,-0.00099688,-1.0634,1.0678,-0.12415
0.0098,-2.7545,17.952,-0.62558,0.79495,-0.78775,133.26,0,57.75,0.9999,-0.010661,0.0092305,-0.0011527,-1.2231,1.0563,-0.14338
0.387,-2.9358,17.381,-0.66979,0.62837,-0.81001,133.26,0,57.75,0.99989,-0.012022,0.0089449,-0.0013138,-1.3792,1.0231,-0.16288
0.6934,-2.8864,16.943,-0.71092,0.47538,-0.82092,133.26,0,57.75,0.99987,-0.013339,0.0084967,-0.0014822,-1.5301,0.97131,-0.18285
1.8652,-2.8497,15.556,-0.7385,0.17057,-0.82891,106.27,-296.88,50.96,0.99987,-0.013876,0.0084745,-0.00032407,-1.5906,0.97051,-0.050613
2.4133,-2.807,15.61,-0.7763,0.094003,-0.80653,106.27,-296.88,50.96,0.99986,-0.014412,0.008397,0.00083645,-1.6509,0.96352,0.081981
2.1539,-2.7155,15.422,-0.81626,0.062448,-0.77152,106.27,-296.88,50.96,0.99985,-0.014949,0.0083349,0.0020037,-1.7113,0.95845,0.21533
1.4124,-2.6001,14.562,-0.85914,-0.029828,-0.73197,106.27,-296.88,50.96,0.99984,-0.015494,0.0083189,0.0031761,-1.7728,0.9588,0.34918
0.7623,-2.4976,12.933,-0.8871,-0.21,-0.70082,106.27,-296.88,50.96,0.99983,-0.01606,0.0083329,0.0043457,-1.8365,0.96275,0.48263
0.3729,-2.204,11.82,-0.90148,-0.37111,-0.67338,106.27,-296.88,50.96,0.99981,-0.016619,0.0083647,0.00552,-1.8994,0.9689,0.6166
0.0427,-1.7297,10.516,-0.91426,-0.4863,-0.64994,106.27,-296.88,50.96,0.99979,-0.017152,0.0084205,0.0067039,-1.9593,0.97794,0.75164
-0.1837,-1.123,9.1028,-0.92731,-0.57458,-0.62944,106.27,-296.88,50.96,0.99978,-0.017634,0.0085006,0.0079033,-2.0133,0.9899,0.88845
-0.4004,-0.5664,7.3114,-0.92904,-0.64582,-0.60999,106.27,-296.88,50.96,0.99976,-0.018054,0.0086222,0.0091149,-2.0601,1.0067,1.0266
-0.5701,-0.2405,6.2329,-0.90375,-0.65247,-0.59802,106.27,-296.88,50.96,0.99974,-0.018417,0.008795,0.010331,-2.1003,1.0294,1.1652
-1.0522,0.1172,5.1422,-0.8787,-0.6907,-0.59802,106.27,-296.88,50.96,0.99972,-0.018689,0.0091112,0.011524,-2.1298,1.0685,1.301
