-10.262,0.8203,4.7949,1.0607,-2.1904,0.28163,-4.3277,-5.7997,-10.198,1,0.00091876,8.2861e-05,0.00051685,0.10529,0.0094408,0.059235
-10.169,0.7709,5.2808,1.1895,-2.0701,0.32917,-4.3277,-5.7997,-10.198,1,0.0018526,0.00014896,0.0010458,0.21231,0.016847,0.11987
-10.255,0.8911,5.6573,1.3313,-1.856,0.40666,-4.3277,-5.7997,-10.198,0.99999,0.0028078,0.00021076,0.0015771,0.32179,0.023644,0.18079
-10.378,0.7568,6.5472,1.4271,-1.6007,0.44394,-4.3277,-5.7997,-10.198,0.99999,0.003772,0.00024865,0.0021291,0.4323,0.027572,0.24408
-10.568,0.7794,7.6019,1.4966,-1.3783,0.4522,-4.3277,-5.7997,-10.198,0.99999,0.0047487,0.00024358,0.0026888,0.54424,0.026449,0.30824
-10.786,0.2161,8.9136,1.595,-1.2083,0.46059,-4.3277,-5.7997,-10.198,0.99998,0.0057108,0.00017987,0.0032953,0.65448,0.018455,0.37772
-12.034,-0.484,10.366,1.6903,-1.3544,0.48843,-4.3277,-5.7997,-10.198,0.99997,0.0066446,7.7356e-05,0.0039552,0.76145,0.0058526,0.45328
-14.096,-0.8209,10.777,1.7905,-1.3357,0.5329,-4.3277,-5.7997,-10.198,0.99996,0.0075676,6.7777e-05,0.0046343,0.86722,0.0037476,0.53109
-15.707,-1.3171,11.691,1.8382,-1.1069,0.56126,-4.3277,-5.7997,-10.198,0.99995,0.0084694,0.00010193,0.005341,0.97058,0.0064957,0.61211
-17.543,-2.4982,13.359,1.8511,-0.84275,0.56526,-4.3277,-5.7997,-10.198,0.99994,0.0093123,0.00014575,0.0061122,1.0672,0.010179,0.70054
-18.021,-2.6544,13.776,1.8143,-0.7108,0.56552,-4.3277,-5.7997,-10.198,0.99992,0.010144,0.00020009,0.006891,1.1626,0.014917,0.78985
-17.482,-2.8027,14.1,1.7757,-0.58908,0.59695,-4.3277,-5.7997,-10.198,0.99991,0.01096,0.00022058,0.0076897,1.2561,0.015617,0.88141
-16.864,-3.5077,15.311,1.7072,-0.52105,0.69228,-4.3277,-5.7997,-10.198,0.99989,0.011714,0.000126,0.0085437,1.3424,0.0029683,0.97915
-16.048,-3.8013,15.922,1.6446,-0.53411,0.74475,-4.3277,-5.7997,-10.198,0.99988,0.012424,-6.9436e-05,0.0094183,1.4236,-0.021364,1.0791
-14.479,-4.0173,16.085,1.5269,-0.20466,0.81332,-4.3277,-5.7997,-10.198,0.99986,0.013064,-0.00036934,0.010303,1.4966,-0.057741,1.18
-13.738,-3.4583,15.535,1.404,0.36446,0.87392,-4.3277,-5.7997,-10.198,0.99984,0.013729,-0.0006208,0.01117,1.5723,-0.0887,1.2789
-13.61,-3.7878,15.966,1.3408,0.63038,0.89256,-4.3277,-5.7997,-10.198,0.99982,0.014346,-0.00089672,0.012047,1.6426,-0.12254,1.3789
-13.292,-3.1781,15.71,1.255,0.64408,0.86167,-4.3277,-5.7997,-10.198,0.9998,0.015008,-0.0011554,0.012893,1.718,-0.15455,1.4753
-12.352,-3.0444,13.875,1.165,0.39176,0.80481,-4.3277,-5.7997,-10.198,0.99978,0.01565,-0.0013881,0.013761,1.7911,-0.18371,1.5742
-12.026,-2.4127,12.081,1.0618,0.44782,0.80561,-4.3277,-5.7997,-10.198,0.99976,0.016343,-0.0014762,0.014619,1.8702,-0.1965,1.6723
-12.146,-1.77,10.746,0.94716,0.59362,0.84942,-4.3277,-5.7997,-10.198,0.99973,0.017088,-0.0014037,0.015441,1.9555,-0.19105,1.7665
-12.239,-1.2396,9.7198,0.82905,0.68043,0.90548,-4.3277,-5.7997,-10.198,0.99971,0.017862,-0.0012205,0.01622,2.0444,-0.17302,1.8559
-12.332,-0.8698,9.1656,0.71639,0.60214,0.94302,-4.3277,-5.7997,-10.198,0.99968,0.01865,-0.00099299,0.016966,2.135,-0.15001,1.9418
-12.107,-0.7648,8.4705,0.6265,0.36832,0.97046,-4.3277,2.9735,5.099,0.99968,0.018807,1.9888e-05,0.01689,2.155,-0.034122,1.9352
-11.785,-0.614,7.7917,0.58151,0.25847,0.9895,-4.3277,2.9735,5.099,0.99968,0.018966,0.0010228,0.016816,2.1751,0.080624,1.929
-11.679,-0.3998,6.8475,0.53863,0.17364,1.0116,-4.3277,2.9735,5.099,0.99967,0.019128,0.0020179,0.016747,2.1956,0.19445,1.9233
-11.443,-0.2686,6.6541,0.50414,-0.061121,1.0274,-4.3277,2.9735,5.099,0.99967,0.019292,0.0029918,0.01668,2.2163,0.30585,1.9177
