-107.73,-129.09,1340,61.928,-158.16,-3.258,-231.09,236.15,-215.71
87.28,-83.31,1790.5,62.141,-157,-3.181,-231.09,236.15,-215.71
309.45,-67.32,1999.9,58.655,-144.04,-1.144,-231.09,236.15,-215.71
483.76,22.09,1999.9,53.703,-124.76,3.052,-231.09,236.15,-215.71
623.23,141.42,1999.9,43.06,-94.864,12.207,-231.09,236.15,-215.71
604.61,244.38,1999.9,30.067,-49.675,24.147,-231.09,236.15,-215.71
217.22,241.09,1999.9,16.396,-4.715,35.011,-231.09,236.15,-215.71
-129.58,172.06,1999.9,4.631,21.591,40.611,-231.09,236.15,-215.71
-348.27,92.59,1824.2,-3.868,25.314,41.412,-231.09,236.15,-215.71
-444.7,58.53,1693.5,-7.973,18.402,40.268,-231.09,236.15,-215.71
-509.03,47.36,1608.3,-11.185,14.099,38.589,-231.09,236.15,-215.71
-559.57,72.94,1525.4,-14.954,11.322,36.209,205.79,173.74,-81.53
-564.76,100.04,1425.7,-18.57,14.633,34.401,205.79,173.74,-81.53
-563.48,79.28,1257.9,-20.485,22.873,33.173,205.79,173.74,-81.53
-591.49,51.03,1171.7,-22.156,34.988,32.272,205.79,173.74,-81.53
-700.26,36.01,1120.4,-24.048,44.807,30.357,205.79,173.74,-81.53
-808.17,12.76,1038.1,-25.887,46.333,26.413,205.79,173.74,-81.53
-832.4,20.02,945.13,-25.955,38.292,19.836,205.79,173.74,-81.53
-805.18,34.48,927.8,-25.146,33.623,16.296,205.79,173.74,-81.53
-753.17,40.83,940.43,-25.085,31.822,12.955,205.79,173.74,-81.53
-643.86,43.52,970.09,-25.772,35.858,9.369,205.79,173.74,-81.53
-588.32,42.79,967.41,-27.55,45.479,6.34,205.79,173.74,-81.53
-594.67,48.65,942.93,-29.701,48.325,2.495,205.79,173.74,-81.53
-626.4,42.24,903.5,-31.227,46.928,-0.771,205.79,173.74,-81.53
-688.17,47.24,855.59,-32.501,38.765,-6.622,205.79,173.74,-81.53
-709.47,4.52,817.26,-33.18,23.964,-12.291,205.79,173.74,-81.53
-574.58,-50.17,757.51,-34.508,-2.258,-20.332,205.79,173.74,-81.53
-477.84,-64.15,583.13,-36.346,-8.842,-26.497,205.79,173.74,-81.53
-345.46,-33.63,455.69,-34.348,-1.595,-29.785,205.79,173.74,-81.53
-320.43,-3.17,417.85,-30.289,19.432,-33.34,205.79,173.74,-81.53
-358.95,98.21,610.6,-26.955,29.961,-36.606,205.79,173.74,-81.53
-561.65,208.8,773.01,-27.176,79.399,-42.702,205.79,173.74,-81.53
-492.43,127.81,639.04,-23.956,147.25,-47.676,205.79,173.74,-81.53
-435,88.2,498.9,-14.961,217.57,-54.146,205.79,173.74,-81.53
-495.54,98.45,635.01,-5.249,240.45,-58.456,205.79,173.74,-81.53
